"","subject","type","item","condition","question","correct_answer","response","rt","group","question_type"
"9406","Non-Native 13","gp",20,"Unambiguous","!","{The_man}","1",2272,"Non-Native","Sub"
"9412","Non-Native 13","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",4039,"Non-Native","Main"
"9419","Non-Native 13","gp",15,"Ambiguous","!","{The_boy}","1",1696,"Non-Native","Sub"
"9427","Non-Native 13","gp",21,"Ambiguous","!","{Anna_dressed_the_child}","0",3708,"Non-Native","Main"
"9430","Non-Native 13","gp",8,"Unambiguous","!","{The_boy}","1",1778,"Non-Native","Sub"
"9433","Non-Native 13","gp",19,"Ambiguous","!","{The_basketball_player}","1",1875,"Non-Native","Sub"
"9436","Non-Native 13","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",3540,"Non-Native","Main"
"9444","Non-Native 13","gp",10,"Unambiguous","!","{The_two_soldiers_fought_each_other}","1",3984,"Non-Native","Main"
"9448","Non-Native 13","gp",12,"Unambiguous","!","{The_baby}","1",2507,"Non-Native","Sub"
"9451","Non-Native 13","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",5347,"Non-Native","Main"
"9458","Non-Native 13","gp",4,"Unambiguous","!","{The_friend}","1",2636,"Non-Native","Sub"
"9462","Non-Native 13","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",3577,"Non-Native","Main"
"9469","Non-Native 13","gp",7,"Ambiguous","!","{The_man}","0",1986,"Non-Native","Sub"
"9476","Non-Native 13","gp",1,"Ambiguous","!","{The_lawyer_calmed_the_man_down}","0",4030,"Non-Native","Main"
"9489","Non-Native 13","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",2033,"Non-Native","Main"
"9497","Non-Native 13","gp",3,"Ambiguous","!","{The_president}","1",2188,"Non-Native","Sub"
"9507","Non-Native 13","gp",16,"Unambiguous","!","{The_assistant}","1",2186,"Non-Native","Sub"
"9514","Non-Native 13","gp",23,"Ambiguous","!","{The_mother}","0",2403,"Non-Native","Sub"
"9524","Non-Native 13","gp",11,"Ambiguous","!","{The_friend}","1",2271,"Non-Native","Sub"
"9531","Non-Native 13","gp",17,"Ambiguous","!","{The_two_men_fought_each_other}","1",3678,"Non-Native","Main"
"9559","Non-Native 14","gp",18,"Ambiguous","!","{The_father}","0",1919,"Non-Native","Sub"
"9562","Non-Native 14","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",13303,"Non-Native","Main"
"9577","Non-Native 14","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",3942,"Non-Native","Main"
"9580","Non-Native 14","gp",11,"Unambiguous","!","{The_friend}","1",2086,"Non-Native","Sub"
"9587","Non-Native 14","gp",19,"Unambiguous","!","{The_basketball_player}","1",2696,"Non-Native","Sub"
"9603","Non-Native 14","gp",7,"Unambiguous","!","{The_lady}","1",1768,"Non-Native","Sub"
"9606","Non-Native 14","gp",24,"Ambiguous","!","{The_two_actresses_met_the_director}","0",5305,"Non-Native","Main"
"9614","Non-Native 14","gp",14,"Ambiguous","!","{The_nurse}","1",9377,"Non-Native","Sub"
"9621","Non-Native 14","gp",8,"Ambiguous","!","{Mary_dressed_the_boy}","0",3559,"Non-Native","Main"
"9624","Non-Native 14","gp",23,"Unambiguous","!","{The_child}","1",2132,"Non-Native","Sub"
"9627","Non-Native 14","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",5992,"Non-Native","Main"
"9634","Non-Native 14","gp",22,"Ambiguous","!","{The_two_footballers}","0",3532,"Non-Native","Sub"
"9640","Non-Native 14","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",5078,"Non-Native","Main"
"9643","Non-Native 14","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",5062,"Non-Native","Main"
"9647","Non-Native 14","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",3451,"Non-Native","Main"
"9661","Non-Native 14","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",4967,"Non-Native","Main"
"9664","Non-Native 14","gp",4,"Ambiguous","!","{The_two_children_hugged_their_friend}","0",4702,"Non-Native","Main"
"9667","Non-Native 14","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",4486,"Non-Native","Main"
"9679","Non-Native 14","gp",20,"Ambiguous","!","{The_two_friends_met_the_man}","0",3072,"Non-Native","Main"
"9686","Non-Native 14","gp",2,"Ambiguous","!","{The_baby}","1",1804,"Non-Native","Sub"
"9692","Non-Native 14","gp",3,"Unambiguous","!","{The_president}","1",2508,"Non-Native","Sub"
"9704","Non-Native 14","gp",15,"Unambiguous","!","{The_boy}","1",2215,"Non-Native","Sub"
"9710","Non-Native 14","gp",10,"Ambiguous","!","{The_General}","1",1936,"Non-Native","Sub"
"9714","Non-Native 14","gp",6,"Ambiguous","!","{The_two_kids}","0",3226,"Non-Native","Sub"
"9735","Non-Native 15","gp",11,"Ambiguous","!","{The_lady_woke_herself_up}","1",4903,"Non-Native","Main"
"9738","Non-Native 15","gp",3,"Ambiguous","!","{The_two_journalists_met_each_other}","1",3768,"Non-Native","Main"
"9744","Non-Native 15","gp",6,"Unambiguous","!","{The_neighbour}","1",1792,"Non-Native","Sub"
"9748","Non-Native 15","gp",18,"Unambiguous","!","{The_baby}","1",1941,"Non-Native","Sub"
"9767","Non-Native 15","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",3514,"Non-Native","Main"
"9772","Non-Native 15","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",2946,"Non-Native","Main"
"9780","Non-Native 15","gp",19,"Ambiguous","!","{The_coach_calmed_himself_down}","1",2676,"Non-Native","Main"
"9787","Non-Native 15","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",3241,"Non-Native","Main"
"9790","Non-Native 15","gp",23,"Ambiguous","!","{The_mother_washed_herself}","1",2691,"Non-Native","Main"
"9794","Non-Native 15","gp",5,"Ambiguous","!","{The_boy}","1",1585,"Non-Native","Sub"
"9797","Non-Native 15","gp",2,"Unambiguous","!","{The_baby}","1",1552,"Non-Native","Sub"
"9809","Non-Native 15","gp",17,"Ambiguous","!","{The_terrorist}","1",1684,"Non-Native","Sub"
"9820","Non-Native 15","gp",15,"Ambiguous","!","{The_aunt_dressed_herself}","1",1942,"Non-Native","Main"
"9830","Non-Native 15","gp",21,"Ambiguous","!","{The_child}","1",1181,"Non-Native","Sub"
"9846","Non-Native 15","gp",12,"Unambiguous","!","{The_nurse_washed_herself}","1",3941,"Non-Native","Main"
"9850","Non-Native 15","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",2851,"Non-Native","Main"
"9860","Non-Native 15","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",2517,"Non-Native","Main"
"9864","Non-Native 15","gp",22,"Unambiguous","!","{The_coach}","1",1317,"Non-Native","Sub"
"9870","Non-Native 15","gp",1,"Ambiguous","!","{The_man}","1",1262,"Non-Native","Sub"
"9874","Non-Native 15","gp",10,"Unambiguous","!","{The_General}","1",1281,"Non-Native","Sub"
"9878","Non-Native 15","gp",7,"Ambiguous","!","{The_man_woke_himself_up}","1",1762,"Non-Native","Main"
"9881","Non-Native 15","gp",13,"Ambiguous","!","{The_boy}","1",1195,"Non-Native","Sub"
"9891","Non-Native 15","gp",9,"Ambiguous","!","{The_singer}","1",1012,"Non-Native","Sub"
"9899","Non-Native 15","gp",14,"Unambiguous","!","{The_nurse}","1",2036,"Non-Native","Sub"
"9919","Non-Native 16","gp",2,"Ambiguous","!","{The_mother_dressed_the_baby}","0",3922,"Non-Native","Main"
"9923","Non-Native 16","gp",16,"Ambiguous","!","{The_researcher}","0",3738,"Non-Native","Sub"
"9928","Non-Native 16","gp",20,"Ambiguous","!","{The_two_friends}","0",3060,"Non-Native","Sub"
"9932","Non-Native 16","gp",13,"Unambiguous","!","{The_boy}","1",2208,"Non-Native","Sub"
"9936","Non-Native 16","gp",11,"Unambiguous","!","{The_lady_woke_herself_up}","1",4053,"Non-Native","Main"
"9946","Non-Native 16","gp",6,"Ambiguous","!","{The_two_kids_fought_their_neighbour}","0",5253,"Non-Native","Main"
"9952","Non-Native 16","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",3380,"Non-Native","Main"
"9956","Non-Native 16","gp",8,"Ambiguous","!","{Mary}","0",2018,"Non-Native","Sub"
"9959","Non-Native 16","gp",9,"Unambiguous","!","{The_singer}","1",3881,"Non-Native","Sub"
"9965","Non-Native 16","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",4459,"Non-Native","Main"
"9972","Non-Native 16","gp",24,"Ambiguous","!","{The_actresses}","0",2640,"Non-Native","Sub"
"9979","Non-Native 16","gp",22,"Ambiguous","!","{The_two_footballers_fought_the_coach}","0",5005,"Non-Native","Main"
"9982","Non-Native 16","gp",21,"Unambiguous","!","{The_child}","1",1606,"Non-Native","Sub"
"9990","Non-Native 16","gp",23,"Unambiguous","!","{The_mother_washed_the_child}","0",6448,"Non-Native","Main"
"9996","Non-Native 16","gp",17,"Unambiguous","!","{The_terrorist}","1",1688,"Non-Native","Sub"
"10003","Non-Native 16","gp",10,"Ambiguous","!","{The_two_soldiers_fought_the_General}","0",3570,"Non-Native","Main"
"10007","Non-Native 16","gp",3,"Unambiguous","!","{The_two_journalists_met_each_other}","1",4155,"Non-Native","Main"
"10015","Non-Native 16","gp",12,"Ambiguous","!","{The_nurse}","0",1550,"Non-Native","Sub"
"10025","Non-Native 16","gp",4,"Ambiguous","!","{The_two_children}","0",2791,"Non-Native","Sub"
"10043","Non-Native 16","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",3731,"Non-Native","Main"
"10060","Non-Native 16","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",3648,"Non-Native","Main"
"10067","Non-Native 16","gp",14,"Ambiguous","!","{The_doctor_woke_the_nurse_up}","0",2909,"Non-Native","Main"
"10075","Non-Native 16","gp",1,"Unambiguous","!","{The_man}","1",2058,"Non-Native","Sub"
"10078","Non-Native 16","gp",5,"Unambiguous","!","{The_boy}","1",1930,"Non-Native","Sub"
"10095","Non-Native 17","gp",23,"Ambiguous","!","{The_child}","1",2185,"Non-Native","Sub"
"10105","Non-Native 17","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",9586,"Non-Native","Main"
"10112","Non-Native 17","gp",16,"Unambiguous","!","{The_assistant}","1",2462,"Non-Native","Sub"
"10115","Non-Native 17","gp",3,"Ambiguous","!","{The_president}","1",2284,"Non-Native","Sub"
"10119","Non-Native 17","gp",10,"Unambiguous","!","{The_two_soldiers_fought_the_General}","0",7628,"Non-Native","Main"
"10123","Non-Native 17","gp",17,"Ambiguous","!","{The_two_men_fought_each_other}","1",12132,"Non-Native","Main"
"10130","Non-Native 17","gp",7,"Ambiguous","!","{The_lady}","1",1942,"Non-Native","Sub"
"10137","Non-Native 17","gp",15,"Ambiguous","!","{The_boy}","1",4610,"Non-Native","Sub"
"10140","Non-Native 17","gp",20,"Unambiguous","!","{The_man}","1",2434,"Non-Native","Sub"
"10147","Non-Native 17","gp",1,"Ambiguous","!","{The_lawyer_calmed_himself_down}","1",17595,"Non-Native","Main"
"10150","Non-Native 17","gp",9,"Ambiguous","!","{The_pianist_calmed_himself_down}","1",3140,"Non-Native","Main"
"10161","Non-Native 17","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",3495,"Non-Native","Main"
"10170","Non-Native 17","gp",6,"Unambiguous","!","{The_two_kids_fought_each_other}","1",3292,"Non-Native","Main"
"10182","Non-Native 17","gp",22,"Unambiguous","!","{The_two_footballers_fought_each_other}","1",3185,"Non-Native","Main"
"10189","Non-Native 17","gp",4,"Unambiguous","!","{The_friend}","1",2478,"Non-Native","Sub"
"10195","Non-Native 17","gp",12,"Unambiguous","!","{The_baby}","1",2720,"Non-Native","Sub"
"10205","Non-Native 17","gp",19,"Ambiguous","!","{The_basketball_player}","1",3805,"Non-Native","Sub"
"10209","Non-Native 17","gp",18,"Unambiguous","!","{The_father_washed_the_baby}","0",10003,"Non-Native","Main"
"10217","Non-Native 17","gp",8,"Unambiguous","!","{The_boy}","1",8896,"Non-Native","Sub"
"10224","Non-Native 17","gp",24,"Unambiguous","!","{The_director}","1",2083,"Non-Native","Sub"
"10228","Non-Native 17","gp",11,"Ambiguous","!","{The_friend}","1",2589,"Non-Native","Sub"
"10246","Non-Native 17","gp",2,"Unambiguous","!","{The_mother_dressed_herself}","1",2918,"Non-Native","Main"
"10252","Non-Native 17","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",4123,"Non-Native","Main"
"10255","Non-Native 17","gp",21,"Ambiguous","!","{Anna_dressed_herself}","1",2146,"Non-Native","Main"
"10279","Non-Native 18","gp",10,"Ambiguous","!","{The_General}","1",2212,"Non-Native","Sub"
"10283","Non-Native 18","gp",4,"Ambiguous","!","{The_two_children_hugged_each_other}","1",3822,"Non-Native","Main"
"10290","Non-Native 18","gp",24,"Ambiguous","!","{The_two_actresses_met_each_other}","1",2992,"Non-Native","Main"
"10293","Non-Native 18","gp",22,"Ambiguous","!","{The_coach}","1",5736,"Non-Native","Sub"
"10299","Non-Native 18","gp",12,"Ambiguous","!","{The_nurse_washed_the_baby}","0",2957,"Non-Native","Main"
"10306","Non-Native 18","gp",23,"Unambiguous","!","{The_child}","1",1695,"Non-Native","Sub"
"10313","Non-Native 18","gp",3,"Unambiguous","!","{The_president}","1",1594,"Non-Native","Sub"
"10317","Non-Native 18","gp",7,"Unambiguous","!","{The_lady}","1",2285,"Non-Native","Sub"
"10321","Non-Native 18","gp",1,"Unambiguous","!","{The_lawyer_calmed_himself_down}","1",3681,"Non-Native","Main"
"10328","Non-Native 18","gp",20,"Ambiguous","!","{The_two_friends_met_each_other}","1",3249,"Non-Native","Main"
"10341","Non-Native 18","gp",18,"Ambiguous","!","{The_baby}","1",2028,"Non-Native","Sub"
"10348","Non-Native 18","gp",17,"Unambiguous","!","{The_two_men_fought_each_other}","1",2631,"Non-Native","Main"
"10355","Non-Native 18","gp",15,"Unambiguous","!","{The_boy}","1",1355,"Non-Native","Sub"
"10362","Non-Native 18","gp",6,"Ambiguous","!","{The_neighbour}","1",2041,"Non-Native","Sub"
"10370","Non-Native 18","gp",21,"Unambiguous","!","{Anna_dressed_herself}","1",1979,"Non-Native","Main"
"10380","Non-Native 18","gp",11,"Unambiguous","!","{The_friend}","1",1417,"Non-Native","Sub"
"10383","Non-Native 18","gp",8,"Ambiguous","!","{Mary_dressed_herself}","1",2411,"Non-Native","Main"
"10390","Non-Native 18","gp",13,"Unambiguous","!","{The_girl_calmed_herself_down}","1",3758,"Non-Native","Main"
"10396","Non-Native 18","gp",16,"Ambiguous","!","{The_researcher_woke_himself_up}","1",2890,"Non-Native","Main"
"10400","Non-Native 18","gp",5,"Unambiguous","!","{The_father_washed_himself}","1",2033,"Non-Native","Main"
"10403","Non-Native 18","gp",2,"Ambiguous","!","{The_baby}","1",2520,"Non-Native","Sub"
"10407","Non-Native 18","gp",14,"Ambiguous","!","{The_nurse}","1",1599,"Non-Native","Sub"
"10418","Non-Native 18","gp",19,"Unambiguous","!","{The_basketball_player}","1",1648,"Non-Native","Sub"
"10425","Non-Native 18","gp",9,"Unambiguous","!","{The_pianist_calmed_himself_down}","1",3033,"Non-Native","Main"
"10459","Non-Native 19","gp",24,"Unambiguous","!","{The_two_actresses_met_each_other}","1",7101,"Non-Native","Main"
"10464","Non-Native 19","gp",19,"Ambiguous","!","{The_coach_calmed_the_basketball_player_down}","0",11401,"Non-Native","Main"
"10467","Non-Native 19","gp",1,"Ambiguous","!","{The_man}","1",4679,"Non-Native","Sub"
"10474","Non-Native 19","gp",16,"Unambiguous","!","{The_researcher_woke_himself_up}","1",8748,"Non-Native","Main"
"10482","Non-Native 19","gp",13,"Ambiguous","!","{The_boy}","1",8005,"Non-Native","Sub"
"10486","Non-Native 19","gp",18,"Unambiguous","!","{The_baby}","1",4597,"Non-Native","Sub"
"10499","Non-Native 19","gp",23,"Ambiguous","!","{The_mother_washed_the_child}","0",4853,"Non-Native","Main"
"10503","Non-Native 19","gp",15,"Ambiguous","!","{The_aunt_dressed_the_boy}","0",5361,"Non-Native","Main"
"10513","Non-Native 19","gp",10,"Unambiguous","!","{The_General}","1",3623,"Non-Native","Sub"
"10519","Non-Native 19","gp",9,"Ambiguous","!","{The_singer}","1",3439,"Non-Native","Sub"
"10538","Non-Native 19","gp",3,"Ambiguous","!","{The_two_journalists_met_the_president}","0",6558,"Non-Native","Main"
"10542","Non-Native 19","gp",4,"Unambiguous","!","{The_two_children_hugged_each_other}","1",5244,"Non-Native","Main"
"10549","Non-Native 19","gp",12,"Unambiguous","!","{The_nurse_washed_the_baby}","0",3879,"Non-Native","Main"
"10559","Non-Native 19","gp",6,"Unambiguous","!","{The_neighbour}","1",3365,"Non-Native","Sub"
"10566","Non-Native 19","gp",20,"Unambiguous","!","{The_two_friends_met_each_other}","1",6717,"Non-Native","Main"
"10569","Non-Native 19","gp",7,"Ambiguous","!","{The_man_woke_the_lady_up}","0",3963,"Non-Native","Main"
"10572","Non-Native 19","gp",21,"Ambiguous","!","{The_child}","1",3900,"Non-Native","Sub"
"10576","Non-Native 19","gp",2,"Unambiguous","!","{The_baby}","1",2412,"Non-Native","Sub"
"10580","Non-Native 19","gp",11,"Ambiguous","!","{The_lady_woke_her_friend_up}","0",4097,"Non-Native","Main"
"10588","Non-Native 19","gp",17,"Ambiguous","!","{The_terrorist}","1",3131,"Non-Native","Sub"
"10598","Non-Native 19","gp",5,"Ambiguous","!","{The_father}","0",2502,"Non-Native","Sub"
"10601","Non-Native 19","gp",22,"Unambiguous","!","{The_coach}","1",2652,"Non-Native","Sub"
"10605","Non-Native 19","gp",14,"Unambiguous","!","{The_nurse}","1",2324,"Non-Native","Sub"
"10612","Non-Native 19","gp",8,"Unambiguous","!","{Mary_dressed_herself}","1",4269,"Non-Native","Main"
"10635","Non-Native 20","gp",16,"Ambiguous","!","{The_assistant}","1",2075,"Non-Native","Sub"
"10641","Non-Native 20","gp",18,"Ambiguous","!","{The_father_washed_the_baby}","0",3694,"Non-Native","Main"
"10645","Non-Native 20","gp",11,"Unambiguous","!","{The_lady_woke_her_friend_up}","0",4983,"Non-Native","Main"
"10649","Non-Native 20","gp",7,"Unambiguous","!","{The_man_woke_himself_up}","1",6508,"Non-Native","Main"
"10655","Non-Native 20","gp",23,"Unambiguous","!","{The_mother_washed_herself}","1",2132,"Non-Native","Main"
"10672","Non-Native 20","gp",22,"Ambiguous","!","{The_two_footballers_fought_each_other}","1",4006,"Non-Native","Main"
"10680","Non-Native 20","gp",17,"Unambiguous","!","{The_terrorist}","1",2942,"Non-Native","Sub"
"10683","Non-Native 20","gp",3,"Unambiguous","!","{The_two_journalists_met_the_president}","0",6821,"Non-Native","Main"
"10687","Non-Native 20","gp",12,"Ambiguous","!","{The_baby}","1",2481,"Non-Native","Sub"
"10690","Non-Native 20","gp",6,"Ambiguous","!","{The_two_kids_fought_each_other}","1",1944,"Non-Native","Main"
"10696","Non-Native 20","gp",1,"Unambiguous","!","{The_lawyer}","0",3605,"Non-Native","Sub"
"10706","Non-Native 20","gp",14,"Ambiguous","!","{The_doctor_woke_himself_up}","1",3680,"Non-Native","Main"
"10710","Non-Native 20","gp",24,"Ambiguous","!","{The_director}","1",2462,"Non-Native","Sub"
"10721","Non-Native 20","gp",21,"Unambiguous","!","{The_child}","1",3257,"Non-Native","Sub"
"10729","Non-Native 20","gp",19,"Unambiguous","!","{The_coach_calmed_himself_down}","1",3975,"Non-Native","Main"
"10739","Non-Native 20","gp",13,"Unambiguous","!","{The_boy}","1",1886,"Non-Native","Sub"
"10742","Non-Native 20","gp",8,"Ambiguous","!","{The_boy}","1",1979,"Non-Native","Sub"
"10751","Non-Native 20","gp",10,"Ambiguous","!","{The_two_soldiers_fought_each_other}","1",3496,"Non-Native","Main"
"10759","Non-Native 20","gp",5,"Unambiguous","!","{The_boy}","1",4553,"Non-Native","Sub"
"10770","Non-Native 20","gp",2,"Ambiguous","!","{The_mother_dressed_the_baby}","0",2149,"Non-Native","Main"
"10773","Non-Native 20","gp",15,"Unambiguous","!","{The_aunt_dressed_herself}","1",1745,"Non-Native","Main"
"10783","Non-Native 20","gp",9,"Unambiguous","!","{The_pianist}","0",2343,"Non-Native","Sub"
"10794","Non-Native 20","gp",20,"Ambiguous","!","{The_two_friends}","0",1992,"Non-Native","Sub"
"10798","Non-Native 20","gp",4,"Ambiguous","!","{The_two_children}","0",1696,"Non-Native","Sub"
"10815","Non-Native 21","gp",14,"Unambiguous","!","{The_doctor_woke_himself_up}","1",3417,"Non-Native","Main"
"10822","Non-Native 21","gp",19,"Ambiguous","!","{The_basketball_player}","1",3509,"Non-Native","Sub"
"10832","Non-Native 21","gp",16,"Unambiguous","!","{The_assistant}","1",2801,"Non-Native","Sub"
"10836","Non-Native 21","gp",13,"Ambiguous","!","{The_girl_calmed_herself_down}","1",3758,"Non-Native","Main"
"10844","Non-Native 21","gp",5,"Ambiguous","!","{The_father_washed_the_boy}","0",1796,"Non-Native","Main"
"10854","Non-Native 21","gp",20,"Unambiguous","!","{The_man}","1",1574,"Non-Native","Sub"
"10864","Non-Native 21","gp",7,"Ambiguous","!","{The_lady}","1",1404,"Non-Native","Sub"
